date;plate_id;plate_name;sample_id;well_A01;well_01A;tissue_id;dna_person;notes;tissue_type;extraction
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E04;E04;04E;BGM-0290;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E05;E05;05E;BGM-0294;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E06;E06;06E;BGM-0297;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E07;E07;07E;BGM-0298;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E08;E08;08E;BGM-0303;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E09;E09;09E;BGM-0304;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E10;E10;10E;BGM-0306;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E11;E11;11E;BGM-0308;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_E12;E12;12E;BGM-0314;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F01;F01;01F;BGM-0316;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F02;F02;02F;BGM-0318;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F03;F03;03F;BGM-0324;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F04;F04;04F;BGM-0326;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F05;F05;05F;BGM-0327;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F06;F06;06F;BGM-0336;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F07;F07;07F;BGM-0342;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F08;F08;08F;BGM-0345;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F09;F09;09F;BGM-0349;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F10;F10;10F;BGM-0352;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F11;F11;11F;BGM-0357;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_F12;F12;12F;BGM-0358;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G01;G01;01G;BGM-0359;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G02;G02;02G;BGM-0362;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G03;G03;03G;BGM-0364;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G04;G04;04G;BGM-0366;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G05;G05;05G;BGM-0368;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G06;G06;06G;BGM-0369;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G07;G07;07G;BGM-0371;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G08;G08;08G;BGM-0374;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G09;G09;09G;BGM-0380;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G10;G10;10G;BGM-0386;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G11;G11;11G;BGM-0388;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_G12;G12;12G;BLANK__G12;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H01;H01;01H;BGM-0389;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H02;H02;02H;BGM-0390;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H03;H03;03H;BGM-0395;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H04;H04;04H;BGM-0396;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H05;H05;05H;BGM-0398;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H06;H06;06H;BGM-0399;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H07;H07;07H;BGM-0400;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H08;H08;08H;BGM-0407;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H09;H09;09H;BGM-0408;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H10;H10;10H;BGM-0410;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H11;H11;11H;BGM-0413;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate02;EmbrapaBAG.Plate02_H12;H12;12H;BLANK__H12;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A01;A01;01A;BGM-0414;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A02;A02;02A;BGM-0420;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A03;A03;03A;BGM-0422;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A04;A04;04A;BGM-0424;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A05;A05;05A;BGM-0425;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A06;A06;06A;BGM-0426;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A07;A07;07A;BGM-0427;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A08;A08;08A;BGM-0428;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A09;A09;09A;BGM-0435;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A10;A10;10A;BGM-0436;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A11;A11;11A;BGM-0438;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_A12;A12;12A;BGM-0439;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B01;B01;01B;BGM-0440;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B02;B02;02B;BGM-0442;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B03;B03;03B;BGM-0444;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B04;B04;04B;BGM-0448;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B05;B05;05B;BGM-0449;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B06;B06;06B;BGM-0451;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B07;B07;07B;BGM-0460;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B08;B08;08B;BGM-0461;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B09;B09;09B;BGM-0462;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B10;B10;10B;BGM-0463;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B11;B11;11B;BGM-0467;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_B12;B12;12B;BGM-0468;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C01;C01;01C;BGM-0471;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C02;C02;02C;BGM-0472;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C03;C03;03C;BGM-0474;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C04;C04;04C;BGM-0475;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C05;C05;05C;BGM-0478;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C06;C06;06C;BGM-0480;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C07;C07;07C;BGM-0484;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C08;C08;08C;BGM-0489;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C09;C09;09C;BGM-0495;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C10;C10;10C;BGM-0498;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C11;C11;11C;BGM-0499;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_C12;C12;12C;BGM-0500;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D01;D01;01D;BGM-0505;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D02;D02;02D;BGM-0507;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D03;D03;03D;BGM-0508;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D04;D04;04D;BGM-0509;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D05;D05;05D;BGM-0510;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D06;D06;06D;BGM-0512;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D07;D07;07D;BGM-0514;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D08;D08;08D;BGM-0517;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D09;D09;09D;BGM-0521;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D10;D10;10D;BGM-0523;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D11;D11;11D;BGM-0527;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_D12;D12;12D;BGM-0529;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E01;E01;01E;BGM-0536;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E02;E02;02E;BGM-0537;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E03;E03;03E;BGM-0541;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E04;E04;04E;BGM-0542;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E05;E05;05E;BGM-0543;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E06;E06;06E;BGM-0547;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E07;E07;07E;BGM-0549;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E08;E08;08E;BGM-0550;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E09;E09;09E;BGM-0551;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E10;E10;10E;BGM-0555;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E11;E11;11E;BGM-0556;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_E12;E12;12E;BGM-0557;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F01;F01;01F;BGM-0560;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F02;F02;02F;BGM-0561;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F03;F03;03F;BGM-0563;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F04;F04;04F;BGM-0564;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F05;F05;05F;BGM-0570;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F06;F06;06F;BGM-0573;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F07;F07;07F;BGM-0574;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F08;F08;08F;BGM-0576;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F09;F09;09F;BGM-0579;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F10;F10;10F;BGM-0583;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F11;F11;11F;BGM-0587;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_F12;F12;12F;BGM-0589;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G01;G01;01G;BGM-0590;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G02;G02;02G;BGM-0591;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G03;G03;03G;BGM-0592;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G04;G04;04G;BGM-0593;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G05;G05;05G;BGM-0598;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G06;G06;06G;BGM-0603;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G07;G07;07G;BGM-0606;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G08;G08;08G;BGM-0607;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G09;G09;09G;BGM-0614;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G10;G10;10G;BGM-0615;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G11;G11;11G;BGM-0618;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_G12;G12;12G;BLANK__G12;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H01;H01;01H;BGM-0620;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H02;H02;02H;BGM-0623;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H03;H03;03H;BGM-0624;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H04;H04;04H;BGM-0625;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H05;H05;05H;BGM-0630;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H06;H06;06H;BGM-0631;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H07;H07;07H;BGM-0635;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H08;H08;08H;BGM-0640;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H09;H09;09H;BGM-0642;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H10;H10;10H;BGM-0646;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H11;H11;11H;BGM-0648;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate03;EmbrapaBAG.Plate03_H12;H12;12H;BLANK__H12;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A01;A01;01A;BGM-0650;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A02;A02;02A;BGM-0651;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A03;A03;03A;BGM-0654;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A04;A04;04A;BGM-0655;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A05;A05;05A;BGM-0657;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A06;A06;06A;BGM-0658;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A07;A07;07A;BGM-0659;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A08;A08;08A;BGM-0660;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A09;A09;09A;BGM-0662;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A10;A10;10A;BGM-0664;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A11;A11;11A;BGM-0665;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_A12;A12;12A;BGM-0670;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_B01;B01;01B;BGM-0671;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_B02;B02;02B;BGM-0673;EMBRAPA;;Leaf;
06/26/2018;TP-BR-18-EMBRAPA-NextGen;EmbrapaBAG.Plate04;EmbrapaBAG.Plate04_B03;B03;03B;BGM-0677;EMBRAPA;;Leaf;
